"StartDate","EndDate","Status","IPAddress","Progress","Duration","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","LOIYES","RESID","AGE18","CANBIKE","ROUND_TCIRC","ROUND_ROUND","ROUND_MINIR","ROUND_UTURN","ROUND_DK","ROUND_DO_TCIRC","ROUND_DO_ROUND","ROUND_DO_MINIR","ROUND_DO_UTURN","ROUND_DO_DK","MODEUSE1_WALK","MODEUSE1_BIKE","MODEUSE1_DRIV","MODEUSE1_PASS","MODEUSE1_TRAN","MODEUSE2_WALK","MODEUSE2_BIKE","MODEUSE2_DRIV","MODEUSE2_PASS","MODEUSE2_TRAN","MODEROUND_WALK","MODEROUND_BIKE","MODEROUND_DRIV","MODEROUTE_WALK","MODEROUTE_BIKE","MODEROUTE_DRIV","ROUNDMODE","E02","E02_DO_1","E02_DO_2","E08","E08_DO_1","E08_DO_2","E11","E11_DO_1","E11_DO_2","E12","E12_DO_1","E12_DO_2","E17","E17_DO_1","E17_DO_2","E20","E20_DO_1","E20_DO_2","E01","E01_DO_1","E01_DO_2","E03","E03_DO_1","E03_DO_2","E10","E10_DO_1","E10_DO_2","E13","E13_DO_1","E13_DO_2","E14","E14_DO_1","E14_DO_2","E18","E18_DO_1","E18_DO_2","E04","E04_DO_1","E04_DO_2","E07","E07_DO_1","E07_DO_2","E09","E09_DO_1","E09_DO_2","E16","E16_DO_1","E16_DO_2","E19","E19_DO_1","E19_DO_2","E22","E22_DO_1","E22_DO_2","SUPCOMFALL","SUPCOMF_ENTR","SUPCOMF_CIRC","SUPCOMF_EXIT","SUPCOMF_SIDE","SUPCOMF_CROS","SUPTH1","LPOSTH","DRCOMFALL","DRCOMF_ENTR","DRCOMF_CIRC","DRCOMF_EXIT","DRBIKEPOS","CRASH_HIT","CRASH_NHIT","CRASH_NO","CRLOC_ENTR","CRLOC_CIRCENTR","CRLOC_CIRCEXIT","CRLOC_EXIT","CRLOC_SIDE","CRLOC_CROS","CRLOC_OTHR","CRLOC_TEXT","CRCOMM","BTRANS","BREC","BMORE","BWHYY_EXER","BWHYY_OUTS","BWHYY_ENVR","BWHYY_COST","BWHYY_PARK","BWHYY_FAST","BWHYY_OTHR","BWHYY_TEXT","BWHYY_DO_EXER","BWHYY_DO_OUTS","BWHYY_DO_ENVR","BWHYY_DO_COST","BWHYY_DO_PARK","BWHYY_DO_FAST","BWHYY_DO_OTHR","BWHYN_SAFC","BWHYN_SAFT","BWHYN_NOBI","BWHYN_VEHI","BWHYN_WEAT","BWHYN_DIST","BWHYN_BFEW","BWHYN_CARY","BWHYN_OMOD","BWHYN_OTHR","BWHYN_TEXT","BWHYN_DO_SAFC","BWHYN_DO_SAFT","BWHYN_DO_NOBI","BWHYN_DO_VEHI","BWHYN_DO_WEAT","BWHYN_DO_DIST","BWHYN_DO_BFEW","BWHYN_DO_CARY","BWHYN_DO_OMOD","BWHYN_DO_OTHR","BC_TRAIL","BC_RESID1","BC_RESID2","BC_MAJOR1","BC_MAJOR2","BC_MAJOR3","ATT_WALK","ATT_BIKE","ATT_DRIVE","ATT_BIKESAFE","ATT_DRIVESAFE","HELMET","SEATBELT","HLOC_CIT","HLOC_STA","HLOC_ZIP","HHINC","BIKES","CARS","ADULT","CHILD","AGE","GEND","GEND_TEXT","RACE_WHIT","RACE_HISP","RACE_ASIA","RACE_BLAC","RACE_AIAN","RACE_NHPI","RACE_SD","RACE_NA","RACE_TEXT","EDUC","STUD","WORK","COMMENTS","DRAW","EMAIL","EB1","EB2","EB3","EB1_DO_E08","EB1_DO_E20","EB1_DO_E02","EB1_DO_E17","EB1_DO_E11","EB1_DO_E12","EB2_DO_E10","EB2_DO_E03","EB2_DO_E18","EB2_DO_E13","EB2_DO_E14","EB2_DO_E01","EB3_DO_E22","EB3_DO_E19","EB3_DO_E09","EB3_DO_E16","EB3_DO_E04","EB3_DO_E07","S_DO_S20","S_DO_S21","S_DO_QDRIVE2","S_DO_S16","S_DO_S17","S_DO_SUPTH1","S_DO_S18","S_DO_DRBIKEPOS","S_DO_S19","S_DO_SUPCOMF","S_DO_S12","S_DO_S13","S_DO_SUPCOMFALL","S_DO_QSUPBIKE1","S_DO_S14","S_DO_QDRIVE1","S_DO_QSUPBIKE2","S_DO_S15","S_DO_S10","S_DO_S11","S_DO_QSUP","S_DO_S09","S_DO_LPOSTH","S_DO_DRCOMFALL","S_DO_S05","S_DO_S06","S_DO_S07","S_DO_S08","S_DO_S01","S_DO_DRCOMF","S_DO_S02","S_DO_S03","S_DO_S04","btype"
2020-08-20 14:37:39,2020-08-20 14:50:22,0,NA,100,763,1,2020-08-20 14:50:23,"R_3PHz0FFKFK9ZzmP",NA,NA,NA,NA,NA,NA,"anonymous","EN","Accept","Yes","Yes","Able_K",FALSE,TRUE,TRUE,FALSE,FALSE,2,3,1,4,5,"1-3 days per week","4-6 days per week","1-3 days per month","Less than once a month","Never","1-3 days per month","4-6 days per week","1-3 days per week","Less than once a month","Never","Sometimes","Often","Often","Yes_Avoid","Yes_Prefer","Yes_Prefer","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Left","Right","1","Right","Left","1","Right","Left","1","Right","Left","2","Right","Left","1","Right","Left","Somewhat comfortable","Somewhat uncomfortable","Somewhat comfortable","Very comfortable","Somewhat uncomfortable","Somewhat uncomfortable","TravelLane","Right","Somewhat comfortable","Very comfortable","Somewhat comfortable","Very comfortable","Right",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"In the last week","In the last week","Somewhat agree",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,5,1,6,3,4,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,5,7,9,8,2,6,4,1,3,10,"Very comfortable","Very comfortable","Very comfortable","Somewhat uncomfortable","Somewhat comfortable","Very comfortable","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree",100,100,NA,"AZ","86001","100_149","5+","3","3","0","18_19","Male",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"HSGED","Yes","Yes",NA,"Yes",NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,5,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,11,FALSE,5,FALSE,FALSE,4,3,FALSE,8,FALSE,FALSE,FALSE,FALSE,1,FALSE,7,9,TRUE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,"Interested but concerned"
2020-08-20 14:06:03,2020-08-20 14:50:45,0,NA,100,2682,1,2020-08-20 14:50:46,"R_2c57QCms8eeWxrM",NA,NA,NA,NA,NA,NA,"anonymous","EN","Accept","Yes","Yes","Able_K",FALSE,TRUE,FALSE,FALSE,FALSE,4,3,2,1,5,"1-3 days per week","4-6 days per week","1-3 days per week","1-3 days per month","Never","1-3 days per month","4-6 days per week","4-6 days per week","1-3 days per month","Never","Always","Always","Always","Yes_AvoidAlt","No","No","No","2","Left","Right","1","Left","Right","2","Right","Left","1","Left","Right","1","Right","Left","2","Right","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very comfortable","Very comfortable","Very comfortable","Very comfortable","Very comfortable","Very comfortable","TravelLane","Center","Very comfortable","Very comfortable","Very comfortable","Very comfortable","Center",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,NA,"In the last month","In the last week","Strongly agree",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,4,5,1,6,3,2,7,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2,3,4,1,5,6,8,7,9,10,"Somewhat uncomfortable","Very comfortable","Very comfortable","Somewhat comfortable","Very comfortable","Very uncomfortable","Strongly agree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat disagree",100,100,NA,"IN","46034","100_149","2","2","1","0","55_64","Male",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BachAs","No","Yes",NA,"Yes",NA,TRUE,FALSE,FALSE,5,3,4,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,11,FALSE,5,FALSE,FALSE,4,3,FALSE,8,FALSE,FALSE,FALSE,FALSE,1,TRUE,7,9,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,"Enthused and confident"
2020-08-20 14:52:51,2020-08-20 15:07:57,0,NA,100,906,1,2020-08-20 15:07:57,"R_2wawkBPQ92DM89T",NA,NA,NA,NA,NA,NA,"anonymous","EN","Accept","Yes","Yes","Able_K",FALSE,TRUE,FALSE,FALSE,FALSE,3,1,2,4,5,"1-3 days per week","1-3 days per week","4-6 days per week","Less than once a month","Less than once a month","1-3 days per week","1-3 days per week","4-6 days per week","Less than once a month","Less than once a month","Always","Always","Always","Yes_AvoidAlt","Yes_AvoidAlt","Yes_Prefer","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Right","Left","2","Right","Left","1","Left","Right","2","Left","Right","2","Left","Right","1","Left","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat uncomfortable","Somewhat comfortable","Somewhat uncomfortable","Very comfortable","Somewhat comfortable","Somewhat uncomfortable","TravelLane","Center","Very comfortable","Somewhat comfortable","Somewhat comfortable","Very comfortable","NotInLane",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"In the last month","In the last month","Strongly agree",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,4,1,2,3,5,6,7,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3,7,2,9,5,4,8,6,1,10,"Very comfortable","Somewhat comfortable","Very comfortable","Very uncomfortable","Somewhat uncomfortable","Somewhat comfortable","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree",100,100,NA,"IN","46032","NA","3","1","0","1","NA","Female",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"MastUp","No","Yes",NA,"No",NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,2,4,3,1,6,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,11,FALSE,5,TRUE,FALSE,4,3,FALSE,8,FALSE,FALSE,FALSE,FALSE,1,FALSE,7,9,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,"Interested but concerned"
2020-08-20 15:03:26,2020-08-20 15:12:57,0,NA,100,570,1,2020-08-20 15:12:57,"R_yK3JNenBYdhb5El",NA,NA,NA,NA,NA,NA,"anonymous","EN","Accept","Yes","Yes","Able_K",FALSE,TRUE,TRUE,FALSE,FALSE,2,1,3,4,5,"1-3 days per week","Almost every day","1-3 days per week","1-3 days per week","1-3 days per week","1-3 days per week","Almost every day","1-3 days per week","1-3 days per week","1-3 days per week","Sometimes","Often","Often","Yes_Prefer","Yes_Prefer","Yes_Prefer","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Right","Left","2","Left","Right","1","Right","Left","2","Right","Left","1","Right","Left","2","Right","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat comfortable","Somewhat comfortable","Somewhat comfortable","Somewhat comfortable","Somewhat uncomfortable","Somewhat uncomfortable","SideCrossWalk","Center","Very comfortable","Somewhat comfortable","Somewhat comfortable","Somewhat comfortable","Center",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"In the last week","In the last week","Strongly agree",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,4,5,3,1,2,6,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1,2,6,3,8,9,7,5,4,10,"Very comfortable","Somewhat comfortable","Very comfortable","Somewhat uncomfortable","Somewhat comfortable","Very comfortable","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly disagree",100,100,NA,"UT","84321","050_074","5+","3","2","0","25_34","Male",NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BachAs","Yes","Yes",NA,"Yes",NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,2,6,4,5,1,3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,11,FALSE,5,FALSE,FALSE,4,3,FALSE,8,FALSE,FALSE,FALSE,FALSE,1,FALSE,7,9,FALSE,FALSE,FALSE,FALSE,FALSE,10,TRUE,FALSE,FALSE,"Interested but concerned"
2020-08-20 15:09:32,2020-08-20 15:19:20,0,NA,100,587,1,2020-08-20 15:19:20,"R_vZXAXakjs4gk5gt",NA,NA,NA,NA,NA,NA,"anonymous","EN","Accept","Yes","Yes","Able_K",TRUE,TRUE,TRUE,FALSE,FALSE,4,3,2,1,5,"Almost every day","1-3 days per month","4-6 days per week","1-3 days per week","Never","1-3 days per week","1-3 days per month","Almost every day","4-6 days per week","Less than once a month","Always","Always","Always","Yes_AvoidAlt","Yes_AvoidAlt","Yes_Prefer","Yes_SomeLess",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Right","Left","1","Left","Right","1","Left","Right","1","Left","Right","2","Left","Right","1","Left","Right","Very uncomfortable","Somewhat uncomfortable","Very uncomfortable","Somewhat uncomfortable","Very comfortable","Somewhat comfortable","AvoidRoute","Right","Very comfortable","Somewhat uncomfortable","Very uncomfortable","Somewhat uncomfortable","NotInLane",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"In the last year","In the last month","Somewhat agree",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,3,6,2,5,4,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,8,2,3,1,6,7,4,5,9,10,"Very comfortable","Very comfortable","Very comfortable","Somewhat uncomfortable","Somewhat comfortable","Somewhat comfortable","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree",20,100,NA,"IN","46032","075_099","2","2","2","0","25_34","Female",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BachAs","No","Yes",NA,"No",NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,2,3,6,FALSE,FALSE,FALSE,TRUE,FALSE,6,FALSE,11,FALSE,5,FALSE,FALSE,4,3,FALSE,8,FALSE,FALSE,FALSE,FALSE,1,FALSE,7,9,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,"Interested but concerned"
2020-08-20 15:10:48,2020-08-20 15:23:17,0,NA,100,748,1,2020-08-20 15:23:17,"R_2V8e1zeBbcePC1z",NA,NA,NA,NA,NA,NA,"anonymous","EN","Accept","Yes","Yes","Able_K",TRUE,TRUE,TRUE,FALSE,FALSE,2,3,1,4,5,"1-3 days per week","4-6 days per week","4-6 days per week","1-3 days per month","Never","1-3 days per week","4-6 days per week","4-6 days per week","1-3 days per month","Never","Sometimes","Often","Often","No","No","Yes_Prefer","No","2","Left","Right","1","Right","Left","1","Left","Right","2","Left","Right","1","Left","Right","2","Left","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat comfortable","Very comfortable","Somewhat comfortable","Somewhat uncomfortable","Very comfortable","Somewhat comfortable","TravelLane","Right","Very comfortable","Very comfortable","Very comfortable","Very comfortable","Right",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"In the last week","In the last week","Strongly agree",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,1,5,3,4,6,2,7,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,1,9,8,4,7,2,3,5,6,10,"Very comfortable","Somewhat comfortable","Very comfortable","Somewhat uncomfortable","Somewhat uncomfortable","Very comfortable","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree",100,100,NA,"UT","84335","050_074","5+","3","1","2","35_44","Male",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"MastUp","No","Yes",NA,"Yes",NA,TRUE,FALSE,FALSE,5,6,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,11,FALSE,5,FALSE,FALSE,4,3,FALSE,8,FALSE,TRUE,FALSE,FALSE,1,FALSE,7,9,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,"Interested but concerned"
2020-08-20 15:13:09,2020-08-20 15:24:55,0,NA,100,705,1,2020-08-20 15:24:55,"R_2wNbXQpzDdc0FbX",NA,NA,NA,NA,NA,NA,"anonymous","EN","Accept","Yes","Yes","Able_K",TRUE,TRUE,TRUE,FALSE,FALSE,3,2,4,1,5,"1-3 days per week","1-3 days per week","4-6 days per week","1-3 days per week","Never","1-3 days per week","4-6 days per week","1-3 days per week","1-3 days per week","Never","Never","Sometimes","Often","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Right","Left","1","Left","Right","2","Left","Right","2","Left","Right","1","Left","Right","2","Right","Left","Somewhat comfortable","Very comfortable","Somewhat comfortable","Somewhat comfortable","Very uncomfortable","Somewhat uncomfortable","TravelLane","Center","Very comfortable","Very comfortable","Very comfortable","Very comfortable","Center",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"In the last year","In the last week","Strongly agree",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,6,2,5,1,4,3,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Work ",7,1,6,4,3,9,8,2,5,10,"Very comfortable","Very comfortable","Very comfortable","Somewhat comfortable","Very comfortable","Very comfortable","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree",100,100,NA,"IN","46062","NA","5+","4","1","2","35_44","Male",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BachAs","No","Yes",NA,"Yes",NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,4,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,11,FALSE,5,FALSE,FALSE,4,3,FALSE,8,FALSE,FALSE,FALSE,FALSE,1,FALSE,7,9,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,TRUE,"Enthused and confident"
2020-08-20 15:06:24,2020-08-20 15:27:20,0,NA,100,1256,1,2020-08-20 15:27:20,"R_1g8De3jja3udqPv",NA,NA,NA,NA,NA,NA,"anonymous","EN","Accept","Yes","Yes","Able_K",FALSE,TRUE,FALSE,FALSE,FALSE,3,4,2,1,5,"Less than once a month","Less than once a month","4-6 days per week","1-3 days per week","Never","1-3 days per month","1-3 days per week","4-6 days per week","1-3 days per week","Never","Sometimes","Often","Always","No","No","Yes_Prefer","No","2","Right","Left","1","Right","Left","2","Left","Right","2","Left","Right","1","Left","Right","2","Right","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very uncomfortable","Very uncomfortable","Somewhat comfortable","Somewhat comfortable","Very uncomfortable","Very uncomfortable","TravelLane","Center","Very comfortable","Somewhat comfortable","Somewhat comfortable","Somewhat comfortable","Center",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"In the last month","In the last month","Strongly agree",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2,3,6,5,1,4,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"Rehabbing injury & not always a place to safely secure my bike ",3,2,7,9,6,8,4,5,1,10,"Somewhat uncomfortable","Very comfortable","Very comfortable","Very uncomfortable","Very uncomfortable","Very comfortable","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",100,100,NA,"UT","84332","NA","2","4","1","0","45_54","Female",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BachAs","No","No",NA,"Yes",NA,TRUE,FALSE,FALSE,4,1,6,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,12,FALSE,6,FALSE,FALSE,5,3,FALSE,9,TRUE,FALSE,FALSE,TRUE,1,FALSE,8,10,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,FALSE,FALSE,"Interested but concerned"
2020-08-20 15:24:31,2020-08-20 15:36:30,0,NA,100,719,1,2020-08-20 15:36:30,"R_3L09ZEmzgBSXD4u",NA,NA,NA,NA,NA,NA,"anonymous","EN","Accept","Yes","Yes","Able_K",FALSE,TRUE,FALSE,FALSE,FALSE,1,2,3,4,5,"1-3 days per week","1-3 days per week","1-3 days per month","1-3 days per month","Less than once a month","1-3 days per week","1-3 days per week","1-3 days per month","1-3 days per month","Never","Sometimes","Often","Sometimes","Yes_AvoidAlt","Yes_Prefer","Yes_Prefer","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Left","Right","2","Right","Left","2","Right","Left","1","Left","Right","2","Left","Right","1","Right","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat comfortable","Very comfortable","Somewhat comfortable","Somewhat comfortable","Somewhat comfortable","Somewhat comfortable","TravelLane","Center","Somewhat comfortable","Somewhat comfortable","Somewhat comfortable","Somewhat comfortable","Center",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"In the last week","In the last week","Somewhat agree",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,3,5,2,4,1,6,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,8,1,2,3,5,4,7,6,9,10,"Very comfortable",NA,NA,"Very comfortable","Very comfortable","Very comfortable","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree",80,100,NA,"UT","84321","035_049","5+","2","2","0","25_34","Male",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"MastUp","Yes","Yes",NA,"Yes",NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,6,3,2,5,1,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,6,FALSE,11,FALSE,5,FALSE,FALSE,4,3,FALSE,8,FALSE,FALSE,FALSE,FALSE,1,FALSE,7,9,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,"Strong and fearless"
2020-08-20 15:08:58,2020-08-20 15:39:26,0,NA,100,1827,1,2020-08-20 15:39:26,"R_1JDD6xa0lek68Ot",NA,NA,NA,NA,NA,NA,"anonymous","EN","Accept","Yes","Yes","Able_K",FALSE,TRUE,FALSE,FALSE,FALSE,4,1,3,2,5,"1-3 days per month","1-3 days per week","4-6 days per week","1-3 days per week","Less than once a month","1-3 days per month","1-3 days per month","4-6 days per week","1-3 days per week","1-3 days per month","Never","Sometimes","Always","No","No","Yes_Prefer","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Right","Left","2","Left","Right","1","Left","Right","2","Left","Right","1","Left","Right","1","Left","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat comfortable","Somewhat uncomfortable","Somewhat uncomfortable","Somewhat uncomfortable","Somewhat comfortable","Very comfortable","TravelLane","Center","Very comfortable","Somewhat uncomfortable","Somewhat uncomfortable","Somewhat comfortable","Center",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"In the last 5 years","In the last week","Strongly agree",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,6,1,2,5,3,4,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"To many narrow roads.",4,3,1,7,9,2,6,8,5,10,"Very comfortable","Very comfortable","Very comfortable","Somewhat uncomfortable","Somewhat comfortable","Very comfortable","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree",90,100,NA,"UT","84341","050_074","5+","2","1","4","35_44","Male",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"MastUp","No","Yes",NA,"Yes",NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,4,2,1,3,5,6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,11,TRUE,5,FALSE,FALSE,4,3,FALSE,8,FALSE,FALSE,FALSE,FALSE,1,FALSE,7,9,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,"Interested but concerned"
