"ID","HHINC","AGE","GEND","RaceW","weight"
65,"100K","25 to 34","male","White",0.307210375691951
67,"50K","25 to 34","female","White",2.71738337887896
68,"150K","25 to 34","female","White",0.544742819426637
69,"75K","25 to 34","female","White",0.695623781577682
70,"100K","45 to 54","male","White",0.554591658930378
72,"100K","25 to 34","male","White",0.307210375691951
74,"150plus","35 to 44","female","White",0.849826896072726
75,"50K","25 to 34","female","White",2.71738337887896
76,"150K","55 to 64","female","White",0.720030100262372
77,"100K","25 to 34","female","Others",1.47386418886912
78,"75K","55 to 64","male","White",0.454050948848658
79,"75K","45 to 54","male","White",0.620130231434527
80,"150plus","45 to 54","male","Others",1.19684637134309
83,"50K","25 to 34","male","White",1.34190553237463
84,"75K","45 to 54","female","White",1.25577512200769
86,"75K","25 to 34","male","White",0.343514797435592
88,"150plus","25 to 34","male","White",0.279839062579693
89,"150K","65 plus","male","White",0.77081990133316
90,"75K","35 to 44","male","White",0.515155822812032
91,"150K","25 to 34","male","White",0.269006356921019
92,"25K","25 to 34","male","White",0.57433355923967
94,"150K","45 to 54","male","White",0.485623838099925
95,"150plus","25 to 34","male","White",0.279839062579693
96,"150plus","55 to 64","female","White",0.749025229711368
97,"150K","45 to 54","male","White",0.485623838099925
98,"100K","35 to 44","male","Others",1.09149476920992
99,"150plus","65 plus","male","White",0.801860302023178
100,"150K","55 to 64","male","White",0.355567191044254
103,"150K","65 plus","male","Others",1.82618821139071
104,"150plus","35 to 44","female","White",0.849826896072726
105,"75K","25 to 34","female","Others",1.64803730064973
106,"150K","35 to 44","male","White",0.403418403445337
108,"150plus","45 to 54","male","White",0.505179584511214
109,"100K","35 to 44","male","White",0.460711489133606
114,"75K","35 to 44","male","White",0.515155822812032
115,"150K","35 to 44","male","Others",0.955758837253367
116,"100K","65 plus","male","White",0.880290987134253
117,"150K","55 to 64","male","White",0.355567191044254
118,"150K","35 to 44","male","White",0.403418403445337
119,"150plus","25 to 34","male","White",0.279839062579693
120,"150K","35 to 44","male","White",0.403418403445337
121,"75K","65 plus","male","White",0.98431890345077
122,"150K","65 plus","female","White",1.56092447453081
124,"75K","35 to 44","female","White",1.04320001421033
125,"100K","25 to 34","female","White",0.622106659957796
126,"150plus","55 to 64","male","White",0.369885643465045
127,"150K","65 plus","male","White",0.77081990133316
128,"150K","45 to 54","female","White",0.983397202115221
129,"50K","65 plus","female","White",5.0000181375018
130,"150K","55 to 64","male","Others",0.842392122361245
132,"50K","25 to 34","female","White",2.71738337887896
134,"150plus","65 plus","female","White",1.62378185671891
135,"100K","55 to 64","male","White",0.406064494514932
136,"75K","55 to 64","female","White",0.919461520798849
137,"150plus","35 to 44","male","White",0.419663792111369
138,"150K","45 to 54","male","White",0.485623838099925
139,"100K","55 to 64","female","White",0.822288068367328
140,"75K","55 to 64","female","White",0.919461520798849
141,"50K","less than 25","male","White",5.00009718511612
142,"75K","45 to 54","male","White",0.620130231434527
143,"75K","25 to 34","male","White",0.343514797435592
144,"100K","55 to 64","male","White",0.406064494514932
145,"100K","65 plus","male","Others",2.08554166870588
146,"150K","45 to 54","female","White",0.983397202115221
147,"25K","25 to 34","male","White",0.57433355923967
148,"75K","65 plus","male","White",0.98431890345077
149,"150K","35 to 44","male","White",0.403418403445337
151,"150K","55 to 64","male","White",0.355567191044254
152,"150plus","55 to 64","male","White",0.369885643465045
153,"25K","25 to 34","male","White",0.57433355923967
154,"50K","65 plus","male","White",3.84514143792939
155,"150plus","65 plus","male","White",0.801860302023178
156,"150plus","35 to 44","male","White",0.419663792111369
157,"150plus","35 to 44","male","White",0.419663792111369
158,"150plus","45 to 54","female","White",1.0229979482017
160,"100K","35 to 44","male","White",0.460711489133606
161,"150K","25 to 34","male","White",0.269006356921019
162,"150K","25 to 34","female","White",0.544742819426637
164,"150plus","45 to 54","male","White",0.505179584511214
165,"50K","less than 25","male","White",5.00009718511612
166,"25K","less than 25","male","White",2.17335873336063
167,"75K","25 to 34","male","White",0.343514797435592
168,"150plus","45 to 54","male","Others",1.19684637134309
169,"100K","55 to 64","male","White",0.406064494514932
170,"150K","less than 25","male","White",1.01795778034947
171,"150plus","65 plus","male","White",0.801860302023178
172,"100K","25 to 34","female","Others",1.47386418886912
173,"75K","55 to 64","male","White",0.454050948848658
174,"150plus","45 to 54","female","White",1.0229979482017
175,"75K","25 to 34","female","White",0.695623781577682
176,"150K","55 to 64","male","White",0.355567191044254
178,"100K","35 to 44","female","White",0.93294923735416
179,"150plus","45 to 54","male","White",0.505179584511214
181,"150K","35 to 44","male","Others",0.955758837253367
182,"150K","55 to 64","male","White",0.355567191044254
184,"150K","25 to 34","male","Others",0.637316495005749
185,"150plus","55 to 64","male","Others",0.876314688411994
186,"150K","35 to 44","male","White",0.403418403445337
187,"150plus","35 to 44","male","White",0.419663792111369
188,"150K","55 to 64","female","Others",1.70585953822862
189,"150plus","45 to 54","male","White",0.505179584511214
190,"25K","55 to 64","male","White",0.759142544877689
192,"150K","35 to 44","male","Others",0.955758837253367
193,"150plus","45 to 54","male","Others",1.19684637134309
194,"100K","35 to 44","male","White",0.460711489133606
195,"50K","55 to 64","female","Others",5.00001991747207
196,"100K","25 to 34","male","White",0.307210375691951
197,"150plus","55 to 64","female","White",0.749025229711368
199,"75K","55 to 64","female","Others",2.17834255084249
200,"75K","55 to 64","female","Others",2.17834255084249
201,"150K","55 to 64","male","White",0.355567191044254
202,"75K","25 to 34","female","White",0.695623781577682
203,"150plus","55 to 64","male","White",0.369885643465045
207,"75K","35 to 44","female","White",1.04320001421033
209,"100K","65 plus","male","White",0.880290987134253
210,"100K","35 to 44","male","White",0.460711489133606
212,"100K","25 to 34","female","White",0.622106659957796
213,"150plus","35 to 44","male","White",0.419663792111369
214,"100K","25 to 34","male","White",0.307210375691951
215,"75K","65 plus","male","White",0.98431890345077
216,"150plus","55 to 64","female","White",0.749025229711368
217,"75K","55 to 64","male","White",0.454050948848658
218,"100K","45 to 54","female","White",1.12305830752145
219,"150K","65 plus","male","White",0.77081990133316
220,"150K","25 to 34","female","White",0.544742819426637
221,"100K","45 to 54","male","White",0.554591658930378
222,"75K","65 plus","female","White",1.99326387977567
224,"25K","less than 25","female","White",4.40109140017081
225,"75K","25 to 34","female","Others",1.64803730064973
226,"75K","45 to 54","male","Others",1.46918173261234
227,"25K","less than 25","male","White",2.17335873336063
228,"100K","55 to 64","male","White",0.406064494514932
229,"150plus","55 to 64","male","White",0.369885643465045
230,"150K","55 to 64","male","White",0.355567191044254
231,"100K","55 to 64","male","White",0.406064494514932
232,"100K","35 to 44","female","White",0.93294923735416
233,"150plus","35 to 44","female","White",0.849826896072726
234,"150plus","45 to 54","male","White",0.505179584511214
235,"75K","65 plus","female","White",1.99326387977567
236,"150K","35 to 44","male","White",0.403418403445337
237,"150plus","65 plus","male","White",0.801860302023178
238,"25K","less than 25","male","White",2.17335873336063
240,"150K","55 to 64","female","White",0.720030100262372
241,"25K","65 plus","male","White",1.64571477987573
242,"75K","35 to 44","female","Others",2.47149764137981
243,"150K","55 to 64","male","White",0.355567191044254
244,"150K","65 plus","male","White",0.77081990133316
246,"150plus","65 plus","male","White",0.801860302023178
247,"100K","65 plus","male","White",0.880290987134253
248,"100K","65 plus","male","White",0.880290987134253
249,"100K","35 to 44","male","White",0.460711489133606
250,"100K","65 plus","male","White",0.880290987134253
252,"150K","25 to 34","male","White",0.269006356921019
253,"150plus","45 to 54","male","White",0.505179584511214
254,"75K","25 to 34","male","White",0.343514797435592
255,"150plus","45 to 54","male","White",0.505179584511214
256,"150K","55 to 64","male","White",0.355567191044254
257,"150plus","45 to 54","male","White",0.505179584511214
258,"100K","35 to 44","female","White",0.93294923735416
259,"100K","less than 25","male","White",1.16252714515413
260,"50K","25 to 34","male","White",1.34190553237463
261,"150plus","65 plus","male","White",0.801860302023178
262,"150plus","35 to 44","female","Others",2.01336765779741
263,"150plus","45 to 54","male","White",0.505179584511214
264,"150K","35 to 44","male","White",0.403418403445337
265,"100K","65 plus","female","White",1.78260543630262
266,"150K","65 plus","male","White",0.77081990133316
267,"100K","45 to 54","male","White",0.554591658930378
268,"100K","35 to 44","male","White",0.460711489133606
269,"150plus","45 to 54","male","White",0.505179584511214
270,"75K","35 to 44","male","White",0.515155822812032
271,"150plus","65 plus","male","White",0.801860302023178
272,"100K","35 to 44","male","White",0.460711489133606
273,"25K","25 to 34","male","Others",1.36068253229522
274,"25K","25 to 34","female","Others",2.75540714900168
275,"75K","55 to 64","female","White",0.919461520798849
276,"150K","35 to 44","male","White",0.403418403445337
277,"150K","55 to 64","male","White",0.355567191044254
278,"75K","55 to 64","male","Others",1.07571494810148
279,"150plus","65 plus","male","White",0.801860302023178
280,"100K","25 to 34","male","White",0.307210375691951
284,"150K","55 to 64","female","White",0.720030100262372
286,"150K","25 to 34","female","Others",1.29057762177147
287,"150plus","45 to 54","female","White",1.0229979482017
288,"150K","45 to 54","male","White",0.485623838099925
289,"150K","35 to 44","female","White",0.816929685293377
290,"50K","25 to 34","female","White",2.71738337887896
291,"75K","65 plus","female","White",1.99326387977567
292,"150plus","35 to 44","male","White",0.419663792111369
293,"150K","45 to 54","male","White",0.485623838099925
294,"150K","55 to 64","male","White",0.355567191044254
295,"150K","35 to 44","male","Others",0.955758837253367
296,"75K","35 to 44","male","White",0.515155822812032
297,"100K","65 plus","male","White",0.880290987134253
298,"150plus","25 to 34","male","White",0.279839062579693
299,"100K","45 to 54","male","White",0.554591658930378
300,"150plus","55 to 64","male","White",0.369885643465045
301,"150plus","55 to 64","male","Others",0.876314688411994
302,"100K","65 plus","female","White",1.78260543630262
303,"100K","45 to 54","male","White",0.554591658930378
305,"150K","35 to 44","male","White",0.403418403445337
307,"100K","45 to 54","female","Others",2.66069394206473
309,"75K","45 to 54","male","White",0.620130231434527
310,"75K","35 to 44","female","White",1.04320001421033
311,"100K","45 to 54","male","White",0.554591658930378
312,"150plus","55 to 64","male","Others",0.876314688411994
313,"150K","55 to 64","male","White",0.355567191044254
314,"150plus","35 to 44","male","White",0.419663792111369
316,"150K","55 to 64","female","White",0.720030100262372
317,"150K","65 plus","male","Others",1.82618821139071
318,"150plus","35 to 44","female","White",0.849826896072726
319,"150plus","45 to 54","male","White",0.505179584511214
320,"75K","65 plus","male","White",0.98431890345077
321,"150plus","55 to 64","male","White",0.369885643465045
322,"75K","35 to 44","male","White",0.515155822812032
324,"75K","65 plus","male","Others",2.33199943932674
325,"150plus","45 to 54","male","White",0.505179584511214
326,"150K","25 to 34","male","White",0.269006356921019
327,"150plus","65 plus","male","White",0.801860302023178
328,"25K","25 to 34","male","Others",1.36068253229522
330,"150K","65 plus","male","White",0.77081990133316
331,"150plus","35 to 44","female","White",0.849826896072726
333,"150K","35 to 44","female","White",0.816929685293377
335,"150K","35 to 44","male","White",0.403418403445337
336,"150K","55 to 64","female","White",0.720030100262372
337,"50K","65 plus","male","White",3.84514143792939
338,"150K","55 to 64","female","White",0.720030100262372
339,"75K","35 to 44","female","White",1.04320001421033
340,"75K","25 to 34","male","White",0.343514797435592
342,"150plus","65 plus","male","White",0.801860302023178
343,"100K","45 to 54","female","White",1.12305830752145
344,"100K","65 plus","male","White",0.880290987134253
345,"25K","45 to 54","female","Others",3.98375421057668
346,"150plus","less than 25","male","White",1.05895025775296
348,"150K","55 to 64","female","Others",1.70585953822862
350,"150K","45 to 54","female","White",0.983397202115221
351,"150K","25 to 34","male","White",0.269006356921019
353,"150K","35 to 44","male","White",0.403418403445337
354,"150K","25 to 34","male","White",0.269006356921019
356,"75K","25 to 34","female","White",0.695623781577682
357,"150plus","35 to 44","male","White",0.419663792111369
359,"75K","25 to 34","male","Others",0.813838190257114
360,"150K","35 to 44","female","White",0.816929685293377
361,"150K","25 to 34","male","White",0.269006356921019
362,"150plus","35 to 44","female","White",0.849826896072726
363,"150K","35 to 44","male","White",0.403418403445337
365,"100K","55 to 64","male","White",0.406064494514932
366,"25K","less than 25","female","White",4.40109140017081
367,"75K","45 to 54","male","White",0.620130231434527
368,"150K","25 to 34","male","Others",0.637316495005749
369,"100K","55 to 64","female","White",0.822288068367328
370,"150plus","45 to 54","male","White",0.505179584511214
371,"150plus","45 to 54","female","White",1.0229979482017
372,"150plus","45 to 54","female","White",1.0229979482017
373,"150plus","55 to 64","male","White",0.369885643465045
374,"75K","25 to 34","female","White",0.695623781577682
375,"150plus","35 to 44","male","White",0.419663792111369
376,"150K","35 to 44","male","White",0.403418403445337
377,"150K","55 to 64","female","White",0.720030100262372
379,"150plus","65 plus","male","White",0.801860302023178
381,"150plus","55 to 64","female","Others",1.77455335827131
382,"100K","35 to 44","female","White",0.93294923735416
384,"100K","55 to 64","male","White",0.406064494514932
385,"100K","55 to 64","male","White",0.406064494514932
386,"75K","65 plus","male","White",0.98431890345077
387,"150plus","45 to 54","male","White",0.505179584511214
388,"150plus","45 to 54","female","White",1.0229979482017
389,"150plus","55 to 64","male","White",0.369885643465045
390,"150plus","55 to 64","male","White",0.369885643465045
391,"100K","55 to 64","female","White",0.822288068367328
393,"150K","45 to 54","female","White",0.983397202115221
394,"25K","65 plus","male","White",1.64571477987573
395,"50K","25 to 34","male","White",1.34190553237463
397,"100K","45 to 54","male","White",0.554591658930378
398,"75K","35 to 44","male","White",0.515155822812032
399,"75K","25 to 34","male","White",0.343514797435592
400,"150plus","45 to 54","female","White",1.0229979482017
401,"75K","65 plus","male","White",0.98431890345077
403,"150plus","35 to 44","male","White",0.419663792111369
404,"150plus","35 to 44","female","White",0.849826896072726
405,"25K","less than 25","female","White",4.40109140017081
406,"150plus","35 to 44","male","White",0.419663792111369
407,"150plus","45 to 54","female","White",1.0229979482017
408,"150plus","55 to 64","female","White",0.749025229711368
410,"150K","65 plus","female","White",1.56092447453081
411,"150K","25 to 34","male","White",0.269006356921019
412,"150plus","25 to 34","female","White",0.566679247584197
413,"150plus","55 to 64","male","Others",0.876314688411994
414,"150plus","35 to 44","male","Others",0.994246604914863
415,"150K","45 to 54","male","White",0.485623838099925
416,"75K","less than 25","female","White",2.63233794456769
417,"150K","45 to 54","male","White",0.485623838099925
418,"75K","65 plus","female","White",1.99326387977567
419,"100K","45 to 54","male","White",0.554591658930378
420,"25K","25 to 34","female","White",1.1630360186745
421,"150K","45 to 54","male","White",0.485623838099925
422,"50K","25 to 34","female","White",2.71738337887896
423,"50K","55 to 64","male","White",1.77370373791308
424,"150K","45 to 54","male","White",0.485623838099925
426,"150plus","25 to 34","male","White",0.279839062579693
427,"75K","65 plus","female","White",1.99326387977567
428,"150plus","65 plus","male","White",0.801860302023178
430,"100K","55 to 64","male","White",0.406064494514932
431,"150K","45 to 54","male","White",0.485623838099925
432,"150K","less than 25","male","White",1.01795778034947
433,"150K","55 to 64","female","White",0.720030100262372
434,"150plus","55 to 64","male","White",0.369885643465045
436,"75K","35 to 44","female","Others",2.47149764137981
438,"100K","65 plus","female","White",1.78260543630262
441,"150plus","25 to 34","male","White",0.279839062579693
442,"150K","25 to 34","male","White",0.269006356921019
443,"150plus","35 to 44","male","White",0.419663792111369
444,"75K","65 plus","male","White",0.98431890345077
445,"150plus","35 to 44","male","White",0.419663792111369
446,"150K","35 to 44","male","Others",0.955758837253367
449,"100K","45 to 54","female","Others",2.66069394206473
450,"25K","less than 25","female","White",4.40109140017081
451,"150plus","45 to 54","male","White",0.505179584511214
452,"150K","25 to 34","female","White",0.544742819426637
453,"100K","45 to 54","male","White",0.554591658930378
454,"25K","35 to 44","female","Others",3.9182855873686
455,"150plus","55 to 64","male","Others",0.876314688411994
456,"150K","45 to 54","female","White",0.983397202115221
457,"25K","55 to 64","male","White",0.759142544877689
458,"75K","35 to 44","male","White",0.515155822812032
459,"150K","25 to 34","female","White",0.544742819426637
461,"150K","less than 25","female","Others",4.88372671287057
462,"150K","35 to 44","male","White",0.403418403445337
463,"150K","45 to 54","female","White",0.983397202115221
464,"150K","55 to 64","male","White",0.355567191044254
465,"150plus","35 to 44","male","White",0.419663792111369
466,"150plus","55 to 64","male","White",0.369885643465045
467,"75K","55 to 64","female","Others",2.17834255084249
468,"100K","65 plus","male","White",0.880290987134253
469,"100K","65 plus","male","White",0.880290987134253
471,"150K","25 to 34","male","White",0.269006356921019
472,"150plus","65 plus","male","White",0.801860302023178
473,"150K","45 to 54","female","White",0.983397202115221
474,"150K","25 to 34","male","White",0.269006356921019
475,"50K","25 to 34","female","White",2.71738337887896
476,"150K","35 to 44","female","White",0.816929685293377
477,"100K","55 to 64","female","Others",1.94812403548805
479,"150K","65 plus","male","White",0.77081990133316
480,"150K","25 to 34","female","White",0.544742819426637
481,"150plus","25 to 34","female","Others",1.34254831743211
482,"150K","45 to 54","female","White",0.983397202115221
483,"150plus","65 plus","male","Others",1.89972758643657
484,"50K","25 to 34","female","White",2.71738337887896
485,"150plus","45 to 54","female","Others",2.42363591034913
486,"150K","45 to 54","male","White",0.485623838099925
487,"75K","35 to 44","female","Others",2.47149764137981
488,"100K","25 to 34","male","White",0.307210375691951
489,"150plus","35 to 44","female","Others",2.01336765779741
490,"150plus","45 to 54","female","White",1.0229979482017
491,"150plus","65 plus","male","White",0.801860302023178
492,"150K","55 to 64","male","White",0.355567191044254
493,"150plus","35 to 44","male","White",0.419663792111369
495,"50K","55 to 64","male","White",1.77370373791308
497,"150K","55 to 64","male","White",0.355567191044254
498,"150plus","65 plus","female","White",1.62378185671891
499,"25K","less than 25","male","White",2.17335873336063
500,"100K","45 to 54","female","White",1.12305830752145
501,"150K","55 to 64","male","White",0.355567191044254
503,"150K","45 to 54","male","White",0.485623838099925
504,"75K","25 to 34","female","White",0.695623781577682
505,"150K","less than 25","male","Others",2.41169499509869
506,"150K","55 to 64","male","White",0.355567191044254
507,"150plus","45 to 54","male","White",0.505179584511214
508,"150plus","45 to 54","female","White",1.0229979482017
509,"150K","55 to 64","male","Others",0.842392122361245
510,"100K","65 plus","male","White",0.880290987134253
511,"150plus","65 plus","male","White",0.801860302023178
512,"50K","55 to 64","male","White",1.77370373791308
513,"25K","less than 25","male","White",2.17335873336063
514,"75K","65 plus","female","White",1.99326387977567
515,"150plus","65 plus","male","White",0.801860302023178
517,"150K","35 to 44","female","White",0.816929685293377
518,"150plus","55 to 64","male","White",0.369885643465045
519,"100K","65 plus","male","White",0.880290987134253
521,"75K","65 plus","male","White",0.98431890345077
523,"75K","25 to 34","male","White",0.343514797435592
524,"75K","35 to 44","female","White",1.04320001421033
525,"100K","35 to 44","female","White",0.93294923735416
526,"100K","25 to 34","male","White",0.307210375691951
527,"150K","65 plus","male","White",0.77081990133316
529,"100K","45 to 54","female","White",1.12305830752145
530,"150K","55 to 64","female","White",0.720030100262372
531,"150K","55 to 64","male","White",0.355567191044254
532,"150plus","45 to 54","male","White",0.505179584511214
533,"25K","35 to 44","female","White",1.74416002347797
534,"150plus","45 to 54","male","White",0.505179584511214
535,"150plus","25 to 34","male","White",0.279839062579693
536,"100K","45 to 54","female","White",1.12305830752145
537,"150K","45 to 54","female","White",0.983397202115221
538,"150K","55 to 64","male","White",0.355567191044254
539,"100K","25 to 34","male","White",0.307210375691951
541,"100K","25 to 34","male","White",0.307210375691951
542,"150plus","55 to 64","male","White",0.369885643465045
543,"150plus","35 to 44","female","White",0.849826896072726
544,"100K","35 to 44","male","White",0.460711489133606
546,"75K","35 to 44","female","White",1.04320001421033
547,"150K","65 plus","male","White",0.77081990133316
548,"150plus","55 to 64","male","White",0.369885643465045
549,"75K","55 to 64","female","White",0.919461520798849
550,"100K","55 to 64","male","White",0.406064494514932
551,"150K","55 to 64","female","White",0.720030100262372
552,"150K","55 to 64","male","White",0.355567191044254
553,"100K","65 plus","male","Others",2.08554166870588
554,"75K","65 plus","male","White",0.98431890345077
555,"150plus","25 to 34","female","White",0.566679247584197
556,"150K","55 to 64","male","White",0.355567191044254
557,"75K","25 to 34","male","White",0.343514797435592
558,"75K","65 plus","male","Others",2.33199943932674
559,"25K","less than 25","female","White",4.40109140017081
560,"100K","55 to 64","female","White",0.822288068367328
563,"75K","25 to 34","male","White",0.343514797435592
564,"150K","25 to 34","male","White",0.269006356921019
566,"75K","25 to 34","male","White",0.343514797435592
567,"150K","35 to 44","female","White",0.816929685293377
568,"150plus","65 plus","female","White",1.62378185671891
569,"50K","25 to 34","male","White",1.34190553237463
571,"150plus","55 to 64","female","White",0.749025229711368
572,"100K","55 to 64","male","Others",0.962027824742148
573,"150plus","35 to 44","female","White",0.849826896072726
574,"150plus","55 to 64","male","White",0.369885643465045
575,"150plus","35 to 44","male","White",0.419663792111369
577,"150plus","65 plus","male","White",0.801860302023178
578,"50K","25 to 34","male","Others",3.17917591357485
579,"100K","25 to 34","female","White",0.622106659957796
580,"150K","45 to 54","male","White",0.485623838099925
581,"150K","35 to 44","male","White",0.403418403445337
582,"150plus","35 to 44","male","White",0.419663792111369
583,"150K","35 to 44","female","White",0.816929685293377
584,"150plus","35 to 44","female","White",0.849826896072726
585,"100K","55 to 64","female","Others",1.94812403548805
586,"75K","35 to 44","male","White",0.515155822812032
587,"75K","25 to 34","female","White",0.695623781577682
589,"150K","25 to 34","female","White",0.544742819426637
591,"150plus","45 to 54","male","White",0.505179584511214
592,"100K","35 to 44","male","White",0.460711489133606
593,"100K","25 to 34","male","White",0.307210375691951
594,"75K","55 to 64","female","White",0.919461520798849
595,"100K","45 to 54","male","White",0.554591658930378
596,"100K","25 to 34","male","White",0.307210375691951
597,"150plus","45 to 54","male","White",0.505179584511214
598,"100K","55 to 64","male","White",0.406064494514932
600,"100K","55 to 64","male","White",0.406064494514932
601,"100K","45 to 54","female","White",1.12305830752145
602,"75K","25 to 34","male","Others",0.813838190257114
603,"150plus","25 to 34","male","White",0.279839062579693
604,"150plus","45 to 54","male","White",0.505179584511214
605,"150plus","25 to 34","male","White",0.279839062579693
606,"100K","25 to 34","male","White",0.307210375691951
607,"150K","65 plus","male","White",0.77081990133316
608,"100K","35 to 44","male","White",0.460711489133606
609,"25K","25 to 34","female","Others",2.75540714900168
610,"150plus","less than 25","female","White",2.14439374460687
611,"150K","25 to 34","male","White",0.269006356921019
612,"50K","65 plus","male","White",3.84514143792939
613,"150plus","35 to 44","male","White",0.419663792111369
